id,account_type,gender,age,region_code,cc_cons_apr,dc_cons_apr,cc_cons_may,dc_cons_may,cc_cons_jun,dc_cons_jun,cc_count_apr,cc_count_may,cc_count_jun,dc_count_apr,dc_count_may,dc_count_jun,card_lim,personal_loan_active,vehicle_loan_active,personal_loan_closed,vehicle_loan_closed,investment_1,investment_2,investment_3,investment_4,debit_amount_apr,credit_amount_apr,debit_count_apr,credit_count_apr,max_credit_amount_apr,debit_amount_may,credit_amount_may,credit_count_may,debit_count_may,max_credit_amount_may,debit_amount_jun,credit_amount_jun,credit_count_jun,debit_count_jun,max_credit_amount_jun,loan_enq,emi_active,cc_cons
1562,current,F,40,623,55703.6,10140.5,22693.48,1718,4934,3587,26,17,17,6,1,2,100000,,,,,,,,,107634.62,67925.64,19,3,67301,86092.11,65124.11,2,12,65017,92620,65840,2,18,65070,,0,9401
26490,current,M,36,623,18470.32,,7568.59,598,8044.79,17272,13,17,34,,2,6,30000,,,,,,,,,12209.72,18586,7,1,18453,17930.63,17475.5,2,7,17348,37365.39,39453,6,15,17901,,912.03,4153
46206,current,M,27,245,5603.96,,2227.91,4545,4457.935,1659,8,5,5,,8,6,40000,,,,,,,,,44948.01,40333,20,3,29779,33642,36470,3,22,29646,57624.57,57820,7,20,29395,,0,600
13368,saving,F,37,623,97583,1144,5597,969,51850.5,,10,3,,6,4,1,125000,,,,,,,,,450120.43,46670,46,1,46500,130685.75,125021,1,18,125000,201585.76,349338,10,13,100000,,0,2780
38041,saving,M,35,523,4931.34,,1515.13,,3112.735,,2,1,2,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,3269.92,1285
37727,current,M,28,255,17749.69,,3818.38,,10949.035,9448,5,2,4,,,7,50000,,,,,,,15000,,321846.3,283289.41,12,11,77632,182440.75,381707,8,15,100900,267480.23,202296,13,26,59000,,0,6443
13868,current,M,53,524,7034.09,,5625.72,,6964.905,,6,3,1,,,,381000,,,,,,,,,27308.13,50832,12,2,43559,57605.63,43601,1,14,43559,32125.06,43877,2,13,43559,,1227.98,1030
43632,current,M,31,683,13444.84,2794.11,18552.66,,4649.15,554,11,22,27,4,,1,48000,,,,,,,,,151090.61,43816,20,3,34426,55161,65951,10,9,25244,55720.59,45128,11,15,24314,,0,3169
11902,current,F,33,523,37432.4,,14814.59,,1612.12,,16,11,14,,,,125000,,,,,,65000,,,55290.34,51790,11,1,51769,49760.5,20286,1,15,20000,134156.51,116776,5,20,56756,,0,10172
23778,current,M,38,683,1529.95,671.28,23336.51,344.48,1148,828,3,6,5,2,1,8,71000,,,,,,,,,72442.28,114437,14,3,50000,46143.48,43020,2,18,37814,54404.12,64742.75,4,24,32113,,0,4100
27949,current,M,38,515,6594.23,,2570.89,22251,1559,,8,5,10,,7,,100000,,,,,,,,,35514.13,88323,8,1,88247,70383,88953,5,18,43340,87536.09,44761.79,4,5,38010,,28984.15,14962
8226,current,M,31,523,9459.23,,3561.2,1808,6764.215,10186.9,9,2,,,2,15,50000,,,,,34635.25,,,,61695.33,68211,22,7,29000,27729.41,46356.5,10,14,24000,79213.7,59498.65,9,47,37500,,0,850
11683,current,M,45,523,4965.59,,8176,,7319.295,,5,2,,,,,364000,,,,,7089.7,16000,296215,,16183,20476.85,2,5,14000,2497.76,10360,2,2,10000,5183,298,1,1,145,,0,2984
3209,current,M,34,233,28234.06,,57766.29,,12281.14,,21,27,34,,,,90000,,,,,,,,,,,,,,,,,,,,,,,,,3444.47,3341
45582,saving,M,34,484,2171.92,556,4481,1613.02,3366.96,,3,1,,8,10,,56000,,,,,,,,,30620.17,26584,17,1,26285,41247.94,78456,5,22,50000,23731.41,29959,4,16,18187,Y,0,1250
35322,current,M,26,244,8171.1,669,8443.14,3839,4018,654,9,10,5,1,4,18,150000,,,,,,,,,36222.88,41287,11,3,28510,15422.85,127223,3,7,51000,81304.83,28770,3,28,27634,,0,1217
18440,current,M,30,623,15713.55,1471.95,11748,1209,908.68,,9,4,1,1,3,1,60000,,,,,,,,,68203.7,80080,15,4,50000,55728.22,74653,6,21,31000,25981.57,24782.5,4,12,19410,,2350.75,1745
21996,saving,M,46,245,2704.08,,10666.03,,993,,6,11,7,,,1,100000,,,,,,,,,25792.22,,4,0,,3958.11,,0,2,,39822.04,100797,2,5,100000,,8446.01,3892
30902,current,M,26,535,3532.5,1887,2970.72,,3969.61,,7,7,,3,,,30000,,,,,,,,,25113,22792,8,1,22661,3761,13567,1,7,13394,15515.47,15581,3,12,13487,,1117.94,2709
36721,current,M,30,726,5104.5,55791.62,5362,14225.28,3126,3410.54,,4,4,23,13,6,25000,,,,,,,,,285993.87,328894,89,3,288663,62324.22,28599,1,37,28434,35559.29,32194,3,17,29177,,3200.26,705
39477,current,M,32,233,47268.55,,151790.95,,99892.25,339,10,18,12,,,1,182000,,,1,,,,,,32197,35117,2,4,26645,819216.77,789700,19,18,350000,66695.85,66619,9,8,26645,Y,1481.81,1282
43687,current,M,37,534,8626.27,,5307.15,,6479,,4,8,6,,,,600000,,,,1,,,,,141.25,,1,0,,,,,,,,15830,2,0,15000,,781.77,2897
4093,saving,M,37,793,6063,,53857,923,802,,1,2,1,,1,1,180000,,,,1,,,,,39509.71,45760,4,2,43950,114485.5,114363,6,6,46000,38217.85,86659,9,3,38000,,0,8571
27791,current,M,37,233,1067,,1201,,980,,2,4,1,,,,75000,,,,,,,,,11228.14,22280,7,2,12000,10166.93,,0,4,,6577.75,276,1,4,114,,2185.43,526
7028,current,M,39,683,25855.69,,29136.22,,12958.89,3154.1,16,28,77,,,1,86000,1,,,,,,,,25814.26,58138,7,2,28967,80504.15,36155,1,9,36000,51635.1,65023,4,8,28359,,2439.37,9943
25440,current,M,49,123,1875,,3576.1,,3161,,2,2,3,,,,146000,,,,,,,,,,,,,,,,,,,,,,,,,5620.45,4800
42768,current,M,36,683,3544.2,,2829.18,,637,530,9,7,11,,,2,32000,,,,,,,,,2377,,5,0,,15704.75,15599,1,6,15500,34095.88,47742,5,16,20000,,3287.48,538
9959,saving,M,33,324,4892,,1874,,3423,,2,3,2,,,,42000,,,,,,216340,,,8760.19,11458.1,2,19,4000,4018.05,17492.43,19,1,12700,174398.53,170566.22,14,4,100000,,2152.5,2389
30375,current,M,36,623,23658,45829.6,30692.495,19203.97,36772.99,21927.62,1,,7,43,37,46,65000,,,,,,,,,66159.94,76204.11,51,6,40000,96062.27,89801.5,8,53,42000,152278.69,195023.71,15,64,60000,,0,20882
46431,current,M,37,485,3368.27,,3017.75,,3888.01,,5,4,3,,,,225000,,,,,,35000,,,49758,84214,10,4,28502,46076.9,22065,2,9,22000,23320.57,33714.96,4,9,28277,,0,14329
28399,saving,M,37,519,672,,656.5,,1120.75,,1,1,,,,,40000,,,,,,,,,2071,2068,2,1,2030,2185,2347,1,1,2090,32487,32516,3,12,30000,,4106.45,1899
22846,current,M,27,283,9768.96,4703,7453.47,911.84,9067.215,854,8,9,12,10,4,12,150000,,,,,,,,,69439.15,62683,33,3,39854,32885.09,41590,1,14,41471,49151.98,42515,3,30,39314,,3887.64,2031
46753,current,M,58,233,12728,38221.7,706,26964.94,1347,19022,3,1,3,25,36,29,225000,,,,1,,180000,,,157650.19,113537,52,6,91869,121191.94,146231,6,58,88522,135354.16,176130,7,51,132275,,3814.21,9772
43061,current,F,36,534,1306,3708,29373,1390,36428.16,681,2,3,13,10,7,14,168000,,,,,205279.78,,,,248869.41,107629,35,3,101598,98370,108368,4,16,102639,7322,7708,4,16,3000,,0,6067
49,current,M,31,658,13433.81,,133393.51,,12363,,15,18,14,,,,195000,,,,,,,,,96795.03,97974,13,6,31258,69415.84,174546,10,14,31248,227157.98,144995,12,32,45000,,1952.15,7297
16457,current,M,28,324,19452,,6170.81,882,10010.12,331,23,17,57,,5,1,80000,,,,,,,,,33172.98,32635,16,8,26023,118261,118192,10,22,80000,79700,102687,19,26,25500,Y,1311.63,4896
28536,current,M,36,854,3600.75,,1830,498,820,,5,3,21,,1,,40000,1,,,,,,,,89109,83270,29,5,71402,190951,146825,9,30,48764,98065.5,122582,11,18,48763,,9666.97,1044
2930,saving,F,31,683,5225,20105.2,507,17024.21,459,13004.6,1,2,2,26,29,41,246000,,,,,,,,,24520.33,95170,32,3,82253,50213.59,82493,2,35,82253,417600.35,86559,2,45,82247,,242.64,200
29455,current,M,40,683,5048,,3407.3,,1024,,2,2,3,,,,78000,,,,,,55000,,,42179.7,52105,11,3,30000,67520.17,57645.27,3,6,55000,23268.75,23237,3,5,22000,,0,840
38570,current,M,27,349,3560,21967.29,40064.6,16440.99,22342.3,2286,1,3,,17,27,17,76000,,,,,,,,,94155.04,74787.74,41,4,25354,63173.99,69200,6,35,25354,78121.03,71488.03,19,32,25354,,0,443
8920,current,M,32,683,1267,3990.5,8385,566,1344,,1,1,5,6,3,,100000,,,,,,,,-6885,54976.5,48420,17,2,48029,49349,47100,2,10,43931,47941,46280,3,5,43925,,967.45,1598
2643,current,F,33,823,14355,5455,1203,4543,8397,,2,2,8,9,9,10,140000,,,,,,,,,33275.95,40635,16,4,21494,48974.7,44139,4,21,18494,41629.7,93291,4,18,83134,,2179.66,17595
25000,current,M,31,823,4890,789,17819.04,2690,11541.52,,1,9,2,2,4,4,37000,,,,,,,,,663.79,573,4,1,500,11070.05,14580,3,12,12000,5666.67,11206,3,8,9900,,0,1757
34168,saving,M,33,683,5105.67,,11401.29,333,2232,866,11,16,19,,1,3,100000,,,,,,225000,,,190035.7,200729.9,15,7,100000,125358.83,90534,3,20,63450,64392.7,71060.8,10,15,28000,,0,32896
41305,saving,M,47,723,19460.57,,10612.26,,5594,,8,12,13,,,,54000,,,,,,,,,31289.69,45959,4,4,30000,13590.24,692.35,6,1,108,11087.65,21845,4,1,15000,,390.48,3142
45357,current,F,28,706,15051.54,,27214.11,,66377,,6,7,18,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,47835
42081,current,M,34,725,9864.99,1018,7828.87,,1553,,17,18,19,1,,,52000,,,1,,,,,,64543.81,98038,18,13,36464,50268.62,32887.36,9,11,19163,28554.64,25289.29,7,7,19894,,586.3,2615
11842,saving,F,41,513,15503.29,,19051.12,533,17537.21,1193,7,11,11,,1,1,150000,,,,1,,,,,56459.86,60484,11,2,49612,58244.85,76765,7,10,49612,103181.72,77153,6,17,49612,,10970.78,17937
40454,current,M,30,233,10714.44,768,2348.38,2751,1162,1123,5,2,12,3,12,14,45000,,,,,,,,,31155.88,31340,22,1,31270,38079.89,42017.5,5,26,33500,43893.02,39804,3,27,30150,,0,436
20342,current,M,35,760,2534.5,,11359.42,8682,256,,2,6,2,,2,7,42000,1,,,1,94251.6,,,7896,33157,1292.43,21,4,727.43,30501.77,14522,1,11,14403,49870.02,121725,5,20,49269,,3360.81,615
12347,current,M,35,878,8853.425,,4669.85,,10822,,,8,8,,,,116000,,,1,,,,,,,,,,,,,,,,,,,,,,0,593
1710,current,M,33,548,66657.1,,14776.79,,4223,,18,6,10,,,3,135000,,,,,,62000,,,172248.28,74826,7,4,40000,350636.63,342195.4,13,12,115000,120410.59,145331,5,27,120000,,0,7078
39938,current,M,36,545,3145.66,5112,1658.96,8129,1273,3234,3,3,7,5,7,6,182000,,,,,,,,,50311.4,43942.5,23,4,41553,74625.75,78852.5,8,19,43153,87870.6,114221.75,7,23,40088,,3196.44,10714
29070,current,M,30,233,20561,,24579.26,,23049.13,,11,10,10,,,3,198000,,,,,,,,,165003.8,170417,22,6,86000,105072.66,132922.66,12,13,71524,409208.02,344399,7,23,138440,,6851.95,20603
24857,current,M,32,723,21152.06,6936.82,5103,,634,,8,6,4,4,,1,84000,,,,,,,,,52611.56,45406.8,14,4,37349.8,108059,226292.8,11,21,99000,166803.5,54198.03,5,14,37730.74,,0,825
30703,current,M,28,623,12178.4,,2958.48,,7801.94,,3,6,9,,,,135000,,,,,,,,0,27469.82,20346,11,2,17274,29074.65,24311,3,14,17274,165284.46,164826,7,37,135000,,0,440
41997,current,M,38,970,12769.61,,4567.91,,1323,199,10,12,13,,,10,182000,,,,,,,,,50895.24,46996,17,2,45817,32510.81,36566,2,11,35512,70147.51,48005.59,9,29,41822,,2177.46,802
9544,current,M,39,245,19127.88,1963,62861.04,2277,41868.96,2585,7,6,8,5,8,10,117000,,,,,,,,,49332.47,74496,22,5,60725,88200.75,26179,3,25,10000,15833.45,26359.75,7,16,21102,,2125.37,2691
31903,current,M,30,723,1157,,448,1189,483,4853,,1,1,,4,4,25000,,,,,,,,,9357.75,11956,17,1,11891,15300.24,12739.5,2,21,12561,10282.86,11428,3,12,11152,,0,1760
21634,current,M,32,799,1298.84,,278,2671,1401.92,,4,1,,,6,5,38000,,,,,,,,,34856.23,40061,11,10,18000,49320.59,60109.37,13,33,28000,69155.7,56233.25,13,36,25000,,6327,5337
44547,saving,M,38,233,9511.39,,8562.63,,1632,,10,6,8,,,,450000,,,,,,,,,2158.75,,2,0,,5887.53,,0,1,,8794.53,277,1,1,175,,0,4250
4669,current,M,35,723,22211.59,,32544.51,,15335.27,,56,63,44,,,,113000,,,,,,,,,,,,,,1085,,0,2,,,111,1,0,10,,2746.02,11638
42792,current,M,32,736,2079,284,3874,752,1721.5,1011,5,13,16,1,4,6,35000,,,,,,,,,42684,50234,32,8,16411,30554.5,132086,3,21,121401,55715.5,17104,2,26,16524,Y,0,1139
39312,current,M,38,245,1150,,1520,1767,1228,,1,,1,,2,1,75000,,,,,,,,,61136.93,20289,3,2,19762,2264.32,60810,2,4,45000,56220,59962.79,6,9,40000,,0,3620
26309,current,F,26,683,1921,15279.61,26827.52,7042,8520.12,494,1,14,22,7,2,5,30000,,,,,,,,,25813.61,23815,16,1,23617,18443,24973,1,6,24871,33073.4,9342.5,3,9,9112,,0,3799
15891,saving,M,40,324,32052.74,,23149.64,,17151,3338,9,5,11,,,2,720000,,,,1,,,,,16476.98,,2,0,,,,,,,39424.88,93207.62,2,5,92595.62,,34167.43,4849
8667,current,F,28,623,12697.86,,29653.89,,21486.375,,13,4,1,,,,91000,,,,,,,,,28919.92,20345.38,7,3,15465,46820.33,47419.57,4,11,21700,51787.46,51114.93,6,8,23250,,1942.35,840
40684,current,F,37,523,9057,2280,3202.16,3282.6,9256,,3,3,7,1,4,,52000,,,1,,,,,,15212.27,15042,9,2,10000,14264.72,14118,2,11,10000,10325.19,19075,4,3,10000,,1381.4,956
18723,saving,M,32,485,3693,5138,3826,171,2350,,,1,6,5,1,,100000,,,,,,,,,45946.23,40459.5,35,6,20000,14345,42260,3,11,18360,12483.77,52371,8,11,17870,,0,4163
30917,current,F,33,245,1398,,8473.7,,5361.05,,2,3,17,,,,65000,,,,,,,,,,,,,,,,,,,,,,,,,0,6527
39352,current,M,28,605,25351.87,10656,34864.99,1647,28475.61,1204,35,29,33,10,3,10,75000,,,,,,,,,52295.78,52814,33,3,37404,79735.06,84726.62,6,18,47825,84997.47,138510.5,8,24,48008,,0,12418
18639,saving,F,40,683,18870.93,,25206,,18037,622,9,5,8,,,2,135000,1,,1,,,,,,27855.21,25271,2,1,25000,92743.73,173353,3,6,105000,162356.5,166853,6,17,50000,,36440.84,9810
40610,current,M,41,324,31157.28,,35569,,6501,,13,10,10,,,,140000,,,,,,,,,,,,,,,,,,,,,,,,,14183.6,6381
21587,current,M,27,723,8859,350.87,1688,,1264,,6,3,6,1,,1,20000,,,,,,,,,17942.87,18175,7,1,18118,30898,38945,2,5,20248,8289.02,72,1,7,17,,0,8499
46263,current,M,29,834,12662.07,979,1023.86,1232,7303.465,,4,2,2,2,3,3,55000,,,,,,,,,22701.8,23746.85,7,3,23566,27013.54,27762.73,3,8,27466,3514.79,24236.36,4,7,23563,,1519.48,2412
12959,current,M,30,233,8443.11,,3146.73,,625,,13,8,6,,,,60000,,,,,,,,,37494.55,30028,11,4,21775,20579.6,20882,1,5,20834,25708,28171,5,8,20297,,0,7302
17661,current,M,23,245,11429,3359,666,2378,6632.5,,6,3,10,5,4,4,30000,,,,,,,,,16956.43,23201.37,16,5,12662,11823.31,12750.37,2,7,12467,12269.51,12652,2,9,12467,,927.65,1201
4520,current,M,35,623,96632.67,,639.33,,94284,,6,1,16,,,,126000,,,1,,,,,,28589.22,38058,3,3,26000,87195.67,100101,1,4,100000,127114.33,132573,4,5,50000,,635.35,52890
34898,current,M,34,743,12872.49,,8915.37,,43123,,13,21,27,,,,260000,,,,,,,,,101243.72,93376,10,1,93272,48506.55,93426,1,9,93272,119564.03,94237,2,11,93272,,11639.5,6736
13349,current,M,31,603,1447.5,,207,,1096.25,,5,1,2,,,,30000,,,,,,,,,34139,12535,11,1,12248,5145,30202,4,7,30078,16689,40803,5,6,16000,,0,58
2593,current,M,29,534,7848.84,,5541.54,,7425.69,,10,10,4,,,,31000,,,,,,,,,,,,,,237.74,272.74,1,1,86.74,,,,,,,332.55,268
40944,current,F,31,623,9540.92,646,65939.89,6732,15647.65,2098.32,11,9,22,1,10,8,97000,1,,,,,,,,44781.79,50133.37,13,6,34918,227726.99,301116.04,19,39,92936.1,55430.7,66109.93,10,28,31345,,17963.46,16814
89,current,M,42,623,2715.48,1162,5766.43,,566,,2,8,7,1,,8,280000,,,,,,,,,22991.92,25204.39,5,2,24968,25344.37,25275.57,2,3,24968,77741.5,110540.93,6,14,45000,,0,2788
23679,current,M,34,265,2241.76,,3296.76,,2955.76,,5,5,9,,,,30000,,,,,,200000,,,37925.29,37950,6,2,32762,38681.36,47865.06,5,4,32920,20355.56,46792.16,4,3,34254,,0,2046
2102,current,M,38,683,42022.53,7221,2057,,22644.765,,23,2,,2,,,37000,,,,,,,,,25611,25806,19,1,25600,,,,,,,124,1,0,10,,0,4728
20229,current,M,30,533,159605.66,,109341.95,,29643.25,,36,27,81,,,,252000,,,,,,300000,,,281337.5,242144,14,5,124483,484123.25,197570,8,11,124483,210831,155169,7,8,125280,,25928.2,26864
41114,saving,M,40,923,7031.95,,10848,,3119,,5,2,3,,,2,210000,,,,,1867550,,,,100460,125030,30,2,62450,100165.99,81306.09,6,28,30000,83905.25,81093.54,7,28,73000,,0,556
4050,saving,M,41,245,6646.75,,3977,,4184,,7,11,5,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,4290,7594
19690,current,F,33,503,10005.24,1836.93,11986.11,15155.02,14014.48,19596,4,8,3,4,10,9,295000,,,,,,,,,50319.33,58425.29,17,6,56287,27295.76,57783.37,5,17,56387,48140.97,109587.34,5,23,56387,,0,3403
43814,current,F,38,283,3260,4333,1454,1191,2981,,20,4,8,4,1,,200000,,,,,,30000,,,5563.75,,8,0,,26003.2,309042,3,6,269005,8514,21298,2,6,19679,,0,1336
18125,current,M,35,714,11961.14,,8420,12447,14202.28,,,8,23,,5,,30000,,,,,,,,,109571,138072,11,2,108652,71824.35,24276,2,20,14000,33641,67501,6,5,29358,,0,2921
404,saving,F,38,331,4086.5,5097.46,4588.5,7077.4,1151,2110,6,6,9,5,5,3,78000,,,,,8827.2,,,,48502.08,60894,22,5,19939,20387.57,8022,2,14,4000,4906.65,7823,2,7,7583,,0,1408
15778,current,F,31,523,69186.96,,18392,,55854.15,369,19,24,24,,,1,140000,,,1,,,100000,,,82878.21,49316,13,3,46951,79936.56,59082,6,7,46951,93897,135571,16,10,50000,,0,8360
7674,current,M,38,658,16412,,9565,,393.42,699.1,3,1,10,,,3,120000,,,,,,,,,34013.97,36042,12,3,20838,24558.59,25213.2,3,16,22062,54693.72,50787.17,5,15,20562,,0,2963
25225,current,M,36,683,38793.88,,18127.57,,11525,,24,16,33,,,,175000,1,,1,,,,,,113380.25,109900,10,2,106599,116918.06,120867,2,9,106599,155017.75,158362,7,13,106593,,28623.25,1973
26731,saving,M,36,458,3886.6,,11417.49,,6133,663,2,2,6,,,1,125000,,,,,,,,,200563,200907.91,5,4,100000,47501.98,60179.91,3,9,53000,103015.63,83587,6,13,40000,,0,1850
32204,current,M,31,623,7357.11,,9202.38,1149.53,1518,,9,9,16,,2,,24000,,,,,,,,,36943.16,43523,15,5,16000,82005.69,99494,3,21,88000,41603.63,27243.25,13,11,9394,,0,5018
41158,current,M,32,233,23529.5,,396,,1032,,6,3,15,,,3,50000,,,,,,,,,40456,14948,10,1,14874,22769,154549,3,8,106000,48236.41,18319.83,4,20,11434.25,,0,2349
30311,current,M,39,539,19369.92,,27499.8,,10671,301,16,22,30,,,2,97000,,,1,,,,,,468033.17,371264,42,4,291086,156860.35,188474.71,8,24,80000,82033.1,72202.09,5,15,62495,,7505.06,13442
32223,saving,M,30,275,1968.25,,3515.17,2036,3258.09,,1,,1,,1,,23000,,,,,,,,,3644.83,3604.83,2,2,2763.15,41025.45,65284.11,5,16,38000,62072,40386,2,3,40000,,0,749
21948,saving,M,51,892,4775.25,,701,,2851.125,,5,5,8,,,,162000,,,,,,,,,51118.27,28283,10,3,17000,20442.5,15411,1,10,15400,18573.65,23418,4,7,8000,,220.43,16213
12774,saving,M,33,233,3571.05,,2484,,3426.525,,2,1,3,,,,260000,,,,,,,,,88276.11,99261.91,15,7,26940,12972.96,60878.86,5,4,48590,92222.66,120028.14,9,22,50000,,0,11673
42686,current,F,37,904,6903.72,1667,6082,10039,6646,2890,6,7,6,1,1,4,200000,,,,,60050,,,,80044.38,56722.58,23,8,48141,67570.74,56030.02,7,20,48141,58450.27,96093,6,27,51280,,0,6133
11477,current,M,33,324,13300.49,7754,10349.44,909.86,11784.465,2266,4,4,4,3,2,13,118000,,,,,,,,,101986.7,163075.95,25,7,54500,70704.62,16238,2,15,10000,29951.62,32519.51,4,19,32029,,6118.7,1665
26247,current,M,33,683,4491.83,1278.27,5532.49,2511,24663,1723,6,11,16,2,3,12,50000,,1,,,,,,,62881.3,80740.73,15,5,38121,20721.43,3554,3,12,1500,141994.39,169982,9,33,42130,,32528.56,10172
22102,current,M,37,793,9731,1431,34735,3861,6447.6,4575,4,6,3,4,8,18,110000,,,,,,,30000,,46980.83,44113,27,1,44000,23202.52,16314.26,4,13,9239.26,65472.94,72089,6,24,39400,,0,8313
16140,current,M,37,352,14791.35,1219,19008.91,,17574.63,,13,32,35,1,,,60000,,,,,,,,,286882.07,40246.33,26,5,31702.33,46686.28,54864.33,9,18,25614.33,27431.75,45414.33,6,11,25614.33,,0,4177
8620,saving,M,32,324,20810.9,,73959.89,,396,,2,10,7,,,,163000,,,,,,,,,,,,,,,,,,,,,,,,,12673,119
27777,current,M,37,514,13272.72,,2966.97,,1307,,8,5,9,,,,70000,,,,,,,,,32447.25,28018,6,2,17800,55359,89062,1,14,89000,53965,7496,2,5,7000,,1749.29,7427
2378,saving,M,36,535,42724.54,2743,14626,,16615.15,,15,18,28,2,,1,130000,,,,,,,,,306587.36,361599,27,9,100000,113867.6,175771,6,15,100000,113398.6,99948,6,12,58125,,49639.25,11736
5098,saving,M,33,818,16172.47,,24651.75,,7894,,21,32,29,,,,45000,1,,1,1,,,,,41696.33,47287,10,4,15000,41452.29,22229,3,11,15000,68142.47,125766,7,20,50000,,3926.91,3948
5453,current,M,28,750,6716.12,,5774.56,,4368,,12,,11,,,,41000,,,,,,,,,13830,14084,4,1,13819,35501,133161,6,5,50000,108623,124762,6,12,54100,,13887.03,4962
28370,current,M,37,866,8555.2,,18371,1586.16,13674.1,826,6,4,,,3,1,75000,,,,,,,,,41127.1,40051,28,2,38025,52611.91,24391,8,33,9790,89648.75,93798,10,31,57346,,0,14734
7925,saving,M,34,523,7108.36,1170,40273.1,1857,7184,91180,2,3,13,2,2,8,75000,,,,,,,,,57851.7,42863,16,6,17364,74506,295940,4,12,135000,278288.5,196383,5,19,103600,,4099.05,3538
7313,current,M,42,545,8154.96,,15198.99,,11539.475,,6,7,5,,,2,260000,1,,,,,,,,41279.34,45044,19,4,38109,99098.3,85299,5,21,40500,56310.18,59005.73,7,29,38097,,1797.9,5746
19122,current,M,32,823,842,,443,,4561,,2,1,22,,,,140000,,,,,,,,,5454.25,,2,0,,284,,0,1,,14844,45851,2,9,45000,,0,8723
30829,current,F,30,523,12394,6517,20143.85,3908.62,16371.425,10920,3,9,2,3,2,10,143000,,,,,,,,,136874.52,97446,35,5,51370,30981.26,63423.5,6,23,49651,62747.09,55509,3,30,52918,,0,16892
15435,saving,M,32,245,7334.58,388,11610.54,,964,,14,13,10,1,,,20000,,1,,,,,,,92833.26,106521.5,20,6,40000,110953.1,130158,2,20,90000,86632.56,51804,5,39,30000,,900.03,680
43469,current,M,32,653,23047.5,,8989.86,670,639,,13,11,14,,1,,130000,,,,,,,,,108009.41,85788,20,2,48725,30349.91,52146,1,11,52112,51224.66,48879,2,14,48529,,6121.8,300
44653,current,M,33,764,3820.92,,1799,9284,598,3376,4,1,2,,2,5,32000,,,,,,,,,49237.29,65125,16,12,20000,91906.52,93996,7,15,50000,75905.07,78307,9,19,18500,,54.66,4017
8989,current,M,23,656,5269.19,8875,630,2979.5,3514.595,,8,1,4,10,3,,35000,,,,,,,,,15052.4,15142,18,2,14268,15086.29,14995,2,13,14268,1986.19,1933,3,2,1800,,14627.5,731
34751,current,M,27,723,2977.3,533,4569,1634,3568.67,396,8,6,9,2,6,5,31000,,,,,,,,,12373.67,14178,6,2,12610,15037,17877,4,11,14875,24264.75,20885,8,18,16119,,0,3023
11352,current,F,30,874,1670,,504,1136,808,,,2,4,,1,1,85000,,,,,,,,,494165.25,471930,2,4,365000,938,85086,1,1,85072,472,98404,2,2,97439,,0,482
31722,saving,M,28,535,5691.77,,2900.77,,7074,,10,6,8,,,2,100000,,,,,,,,,55243.18,55610,3,3,45000,7366,5935,2,4,5500,283,184,1,2,12,,0,1672
33918,saving,M,37,263,11694.85,,3584.69,323,7060,,7,8,9,,1,,100000,1,1,,,,,,,31253.75,42061,9,1,42025,71605.03,66825,2,12,40000,35010,45745,3,6,40579,,8683.57,6536
31560,saving,M,49,523,39536.85,,13147.8,,5596.92,,6,9,16,,,,350000,,,,1,,,,,48.25,,1,0,,,,,,,,387,1,0,239,,802.65,2
25029,saving,M,32,723,2626.86,,11616.36,,1233,,4,12,11,,,,21000,,,,,,,,,1107.55,,1,0,,15216.29,15156,2,1,13000,2122.32,7214,3,1,5000,,10008.47,6247
41183,current,M,32,708,1762,992,3156,,625,284.3,2,9,9,1,,1,49000,,,,,,,,,36857.41,30511,22,4,20000,29464.91,48083,2,14,40000,69363.68,39508,6,20,19216,,0,3178
19949,current,M,42,823,21380.06,,12743.12,,17547.59,,25,21,20,,,,280000,,,,,,,25000,,353106.09,212708,23,2,107328,70083.52,112791,5,11,104849,166378.62,165478.48,11,19,87179,,18020.59,3237
23551,current,M,30,723,5852,118,1344.75,,4076.875,1059,5,4,2,1,,9,35000,,,,,,,,,27828.25,41671,18,8,15344,22595,13343,6,21,11301,23692.25,22434,11,24,16349,,0,5008
1380,current,M,36,803,9715,16117,4190,,7051,,8,12,9,1,,,62000,,,,,,,,,206174.76,91673,24,2,75548,33976.77,94226,4,9,79518,115422.28,118521.75,6,13,75326,,147329.73,1350
40104,current,M,34,503,16854.8,1831.16,42149.62,997,2447,283,13,15,15,2,2,1,65000,1,,,,,,,,45284.41,39651,12,3,22083,49958.99,46073,4,10,22003,36040.49,45159,5,12,22000,,6441.44,4141
16988,current,M,33,723,2098.46,,9078.8,,28733.7,,5,12,5,,,,75000,,,,,,,,,,,,,,,,,,,,,,,,,4997.84,5750
40214,current,M,31,823,6012,9602.97,2023,1783,8497,1801,3,1,2,8,2,4,19000,,,,,,,,,56029.97,50094,23,5,22828,17895,22948,1,6,22820,27036.75,29695,5,11,22828,,544.41,3511
13547,current,M,29,245,3151,,6496.96,988,2336,2171,4,5,4,,2,11,35000,,,,,,,,,19295.14,19150,13,3,17950,19911.31,27086,4,8,18903,40092.05,33200,15,30,20543,,0,4151
